"도서관명","시도명","시군구명","도서관유형","평일운영시작시각","평일운영종료시각","열람좌석수","자료수(도서)","소재지도로명주소","운영기관명","홈페이지주소","데이터기준일자"
"잠원도서관","서울특별시","서초구","공공도서관","09:00","21:00","60","27654","서울특별시 서초구 나루터로 38","(재)서초문화재단","https://jamwon.seocholib.or.kr/","2025-12-22"
"서이도서관","서울특별시","서초구","공공도서관","09:00","21:00","83","25114","서울특별시 서초구 서초대로70길 51","(재)서초문화재단","https://seoi.seocholib.or.kr/","2025-12-22"
"양재도서관","서울특별시","서초구","공공도서관","09:00","22:00","410","87828","서울특별시 서초구 양재천로 33","(재)서초문화재단","https://yangjae.seocholib.or.kr/","2025-12-22"
"내곡도서관","서울특별시","서초구","공공도서관","09:00","22:00","250","85692","서울특별시 서초구 청계산로7길 9-20","(재)서초문화재단","http://naegok.seocholib.or.kr","2025-12-22"
"반포도서관","서울특별시","서초구","공공도서관","09:00","22:00","450","158463","서울특별시 서초구 고무래로 34","(재)서초문화재단","http://www.seocholib.or.kr","2025-12-22"
"경기평생교육학습관","경기도","수원시","공공도서관","09:00","20:00","330","657201","경기도 수원시 권선구 권중로 55","경기평생교육학습관","http://lib.goe.go.kr/gglec","2024-07-29"
"군자동도서관","서울특별시","광진구","공공도서관","09:00","20:00","60","12245","서울특별시 광진구 면목로 13,군자동복합청사 1층","광진구시설관리공단","http://www.gwangjinlib.seoul.kr/","2025-11-05"
"구의제3동도서관","서울특별시","광진구","공공도서관","09:00","20:00","64","26514","서울특별시 광진구 강변역로 17(구의동)","광진구시설관리공단","http://www.gwangjinlib.seoul.kr/","2025-11-05"
"자양제4동도서관","서울특별시","광진구","공공도서관","09:00","20:00","98","26717","서울특별시 광진구 뚝섬로26길 58(자양동)","광진구시설관리공단","http://www.gwangjinlib.seoul.kr/","2025-11-05"
"중곡문화체육센터도서관","서울특별시","광진구","공공도서관","09:00","22:00","259","80389","서울특별시 광진구 능동로 433(중곡동)","광진구시설관리공단","http://www.gwangjinlib.seoul.kr/","2025-11-05"
"자양한강도서관","서울특별시","광진구","공공도서관","09:00","20:00","370","43604","서울특별시 광진구 뚝섬로52길 66(자양동)","광진구시설관리공단","http://www.gwangjinlib.seoul.kr/","2025-11-05"
"광진정보도서관","서울특별시","광진구","공공도서관","09:00","22:00","1295","301007","서울특별시 광진구 아차산로78길 90(광장동)","광진구시설관리공단","http://www.gwangjinlib.seoul.kr/","2025-11-05"
"어린이도서관","경기도","군포시","공공도서관","09:00","18:00","289","111053","경기도 군포시 고산로677번길 21","경기도 군포시청","http://www.gunpolib.go.kr","2025-11-25"
"부곡도서관","경기도","군포시","공공도서관","09:00","22:00","344","96944","경기도 군포시 송부로221번길 3-10 (부곡동)","경기도 군포시청","http://www.gunpolib.go.kr","2025-11-25"
"대야도서관","경기도","군포시","공공도서관","09:00","22:00","406","98990","경기도 군포시 대야2로 139 (대야미동)","경기도 군포시청","http://www.gunpolib.go.kr","2025-11-25"
"당동도서관","경기도","군포시","공공도서관","09:00","22:00","379","102825","경기도 군포시 산본로197번길 36 (당동)","경기도 군포시청","http://www.gunpolib.go.kr","2025-11-25"
"산본도서관","경기도","군포시","공공도서관","09:00","22:00","851","189278","경기도 군포시 광정로 96","경기도 군포시청","http://www.gunpolib.go.kr","2025-11-25"
"중앙도서관","경기도","군포시","공공도서관","09:00","22:00","909","391672","경기도 군포시 수리산로 79","경기도 군포시청","http://www.gunpolib.go.kr","2025-11-25"
"경기성남교육도서관","경기도","성남시","공공도서관","09:00","22:00","553","235697","경기도 성남시 수정구 공원로 370번길 26","경기도교육청","https://lib.goe.go.kr/sn/","2024-11-18"
"용비도서관","인천광역시","미추홀구","공공도서관","10:00","22:00","98","43584","인천광역시 미추홀구 토금남로 82","인천광역시 미추홀구청","http://hnrl.michu.incheon.kr","2024-10-31"
"제물포도서관","인천광역시","미추홀구","공공도서관","10:00","18:00","35","19907","인천광역시 미추홀구 수봉로 22-1","인천광역시 미추홀구청","http://hnrl.michu.incheon.kr","2024-10-31"
"이랑도서관","인천광역시","미추홀구","공공도서관","10:00","18:00","32","22881","인천광역시 미추홀구 미추홀대로578번길 7","인천광역시 미추홀구청","http://hnrl.michu.incheon.kr","2024-10-31"
"학나래도서관","인천광역시","미추홀구","공공도서관","10:00","22:00","115","54668","인천광역시 미추홀구 한나루로 444","인천광역시 미추홀구청","http://hnrl.michu.incheon.kr","2024-10-31"
"꿈드림어린이영어도서관","인천광역시","동구","공공도서관","09:00","18:00","100","23227","인천광역시 동구 새천년로 93","꿈드림어린이영어도서관","https://lib.icdonggu.go.kr/dream/","2025-12-04"
"이룸청소년도서관","인천광역시","동구","공공도서관","10:00","21:00","50","7127","인천광역시 동구 샛골로 144","이룸청소년도서관","https://lib.icdonggu.go.kr/erum/","2025-12-04"
"송림도서관","인천광역시","동구","공공도서관","06:00","22:00","465","98787","인천광역시 동구 새천년로 72","송림도서관","https://lib.icdonggu.go.kr/songlim/","2025-12-04"
"동두천꿈나무정보도서관","경기도","동두천시","공공도서관","09:00","18:00","156","141286","경기도 동두천시 지행로 38","경기도 동두천시청 도서문화사업소","http://lib.ddc.go.kr/","2025-11-07"
"동두천오르빛도서관","경기도","동두천시","공공도서관","09:00","21:00","149","23849","경기도 동두천시 동두천로 314","경기도 동두천시청 도서문화사업소","http://lib.ddc.go.kr/","2025-11-07"
"동두천시립도서관","경기도","동두천시","공공도서관","08:00","22:00","316","191956","경기도 동두천시 상패로 60","경기도 동두천시청 도서문화사업소","http://lib.ddc.go.kr/","2025-11-07"
"경기과천교육도서관","경기도","과천시","공공도서관","09:00","22:00","840","162782","경기도 과천시 도서관길 36","경기과천교육도서관","lib.goe.go.kr/kwa/","2024-05-31"
"은계도서관","경기도","시흥시","공공도서관","09:00","18:00","261","19142","경기도 시흥시 수인로3247번길 33","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"매화도서관","경기도","시흥시","공공도서관","10:00","22:00","115","42398","경기도 시흥시 매화로 20","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"신천도서관","경기도","시흥시","공공도서관","10:00","22:00","87","47843","경기도 시흥시 신천로 89-18","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"장곡도서관","경기도","시흥시","공공도서관","08:00","22:00","170","46089","경기도 시흥시 인선길 52","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"갈산도서관","서울특별시","양천구","공공도서관","09:00","22:00","95","50818","서울특별시 양천구 목동남로 4길 48-6","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"양천중앙도서관","서울특별시","양천구","공공도서관","09:00","22:00","388","82807","서울특별시 양천구 신정로7길 81(신정동)","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"책테마파크도서관","경기도","성남시","공공도서관","09:00","18:00","89","9409","경기도 성남시 분당구 문정로 145(율동318), 책테마파크도서관","경기도 성남시","https://www.snlib.go.kr/bt","2025-08-28"
"포곡도서관","경기도","용인시","공공도서관","07:00","22:00","303","182487","경기도 용인시 처인구 포곡읍 포곡로278번길 8","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"용인중앙도서관","경기도","용인시","공공도서관","07:00","22:00","546","287663","경기도 용인시 처인구 명지로 27","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"능곡도서관","경기도","시흥시","공공도서관","08:00","22:00","330","96393","경기도 시흥시 능곡중앙로 85","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"목감도서관","경기도","시흥시","공공도서관","08:00","22:00","403","67024","경기도 시흥시 솔고개길 33","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"대야도서관","경기도","시흥시","공공도서관","08:00","22:00","248","84422","경기도 시흥시 은행로173번길 14","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"소래빛도서관","경기도","시흥시","공공도서관","08:00","22:00","363","107899","경기도 시흥시 비둘기공원로 25","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"개봉도서관","서울특별시","구로구","공공도서관","09:00","22:00","74","30688","서울특별시 구로구 개봉로16길 30-11","구로문화원","http://lib.guro.go.kr","2024-11-01"
"하늘도서관","서울특별시","구로구","공공도서관","09:00","22:00","105","38769","서울특별시 구로구 구로동로13길 68","구로문화원","http://lib.guro.go.kr","2024-11-01"
"개봉어린이도서관","서울특별시","구로구","공공도서관","10:00","19:00","77","43370","서울특별시 구로구 경인로 318-15","구로문화원","http://lib.guro.go.kr","2024-11-01"
"구로구립온누리도서관","서울특별시","구로구","공공도서관","09:00","22:00","68","36791","서울특별시 구로구 구로중앙로27나길 9, 4층 (온누리관)","구로문화원","http://lib.guro.go.kr","2024-11-01"
"꿈마을도서관","서울특별시","구로구","공공도서관","09:00","22:00","113","43167","서울특별시 구로구 디지털로27다길 65 (2층)","구로문화원","http://lib.guro.go.kr","2024-11-01"
"꿈나무도서관","서울특별시","구로구","공공도서관","10:00","19:00","87","69681","서울특별시 구로구 구로동로26길 54, 2층 (구로구시설관리공단)","구로문화원","http://lib.guro.go.kr","2024-11-01"
"모현도서관","경기도","용인시","공공도서관","07:00","22:00","313","131637","경기도 용인시 처인구 모현읍 백옥대로 2378","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"동백도서관","경기도","용인시","공공도서관","07:00","22:00","535","172016","경기도 용인시 기흥구 동백3로 80","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"방아다리문학도서관","서울특별시","양천구","공공도서관","09:00","22:00","70","32342","서울특별시 양천구 화곡로4길 10","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"개울건강도서관","서울특별시","양천구","공공도서관","09:00","22:00","54","31467","서울특별시 양천구 중앙로52길 56","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"목마교육도서관","서울특별시","양천구","공공도서관","09:00","22:00","78","40109","서울특별시 양천구 목동서로 41","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"미감도서관","서울특별시","양천구","공공도서관","09:00","18:00","60","21050","서울특별시 양천구 목동중앙남로 57-10","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"신월음악도서관","서울특별시","양천구","공공도서관","09:00","22:00","143","51790","서울특별시 양천구 오목로5길 34","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"월곶도서관","경기도","시흥시","공공도서관","08:00","22:00","285","43032","경기도 시흥시 월곶해안로 161번길 7","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"배곧도서관","경기도","시흥시","공공도서관","08:00","22:00","666","69389","경기도 시흥시 배곧4로 102","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"정왕어린이도서관","경기도","시흥시","공공도서관","09:00","18:00","85","69722","경기도 시흥시 정왕시장길 45","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"군자도서관","경기도","시흥시","공공도서관","08:00","22:00","170","78476","경기도 시흥시 군자로 499","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"중앙도서관","경기도","시흥시","공공도서관","08:00","22:00","638","280562","경기도 시흥시 정왕대로 191","경기도 시흥시청","http://lib.siheung.go.kr","2025-09-05"
"도봉어린이문화정보도서관(디지털자료실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","8","0","서울특별시 도봉구 도봉구 노해로69길 151","","http://www.unilib.dobong.kr/","2018-05-01"
"영어특성화도서관","서울특별시","양천구","공공도서관","09:00","22:00","100","65657","서울특별시 양천구 목동동로 81","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"해맞이역사도서관","서울특별시","양천구","공공도서관","09:00","22:00","102","31923","서울특별시 양천구 지양로 37","양천문화재단","http://lib.yangcheon.or.kr","2024-10-01"
"구로미래도서관","서울특별시","구로구","공공도서관","09:00","20:00","000","000","서울특별시 구로구 새말로 111","구로문화원","http://lib.guro.go.kr","2024-11-01"
"고척열린도서관","서울특별시","구로구","공공도서관","09:00","20:00","222","21120","서울특별시 구로구 경인로43길 49","구로문화원","http://lib.guro.go.kr","2024-11-01"
"항동푸른도서관","서울특별시","구로구","공공도서관","10:00","21:00","73","8163","서울특별시 구로구 연동로 290-46","성공회대학교 산학협력단","http://lib.guro.go.kr","2024-11-01"
"오류도서관","서울특별시","구로구","공공도서관","09:00","21:00","72","1500","서울특별시 구로구 경인로19길 29-4","서울특별시 구로구청","http://lib.guro.go.kr","2024-11-01"
"구로기적의도서관","서울특별시","구로구","공공도서관","10:00","20:00","41","20805","서울특별시 구로구 구로중앙로40길 24","책읽는사회문화재단","http://lib.guro.go.kr","2024-11-01"
"궁동어린이도서관","서울특별시","구로구","공공도서관","10:00","19:00","150","22164","서울특별시 구로구 오리로 1352","구로문화원","http://lib.guro.go.kr","2024-11-01"
"글마루한옥어린이도서관","서울특별시","구로구","공공도서관","10:00","19:00","60","38113","서울특별시 구로구 고척로27바길 7","구로문화원","http://lib.guro.go.kr","2024-11-01"
"경기도교육청중앙도서관","경기도","수원시","공공도서관","09:00","18:00","26","135638","경기도 수원시 장안구 조원로 18","경기도교육청","https://lib.goe.go.kr/gg/","2025-11-01"
"고등도서관","경기도","성남시","공공도서관","09:00","20:00","92","19959","경기도 성남시 수정구 대왕판교로 980,고등행정복지센터 3층","경기도 성남시","https://www.snlib.go.kr/gd","2025-08-28"
"위례도서관","경기도","성남시","공공도서관","09:00","22:00","187","46416","경기도 성남시 수정구 위례순환로 125, 위례행정복지센터 3층 및 4층","경기도 성남시","https://www.snlib.go.kr/wr","2025-08-28"
"복정도서관","경기도","성남시","공공도서관","07:00","23:00","740","61675","경기도 성남시 수정구 복정로 118번길 7","경기도 성남시","https://www.snlib.go.kr/bj","2025-08-28"
"무지개도서관","경기도","성남시","공공도서관","09:00","22:00","130","49062","경기도 성남시 분당구 구미로 111(구미동)","경기도 성남시","https://www.snlib.go.kr/mjg","2025-08-28"
"구미도서관","경기도","성남시","공공도서관","07:00","23:00","1356","211667","경기도 성남시 분당구 미금일로 105(구미동)","경기도 성남시","https://www.snlib.go.kr/gm","2025-08-28"
"수내도서관","경기도","성남시","공공도서관","07:00","23:00","900","26415","경기도 성남시 분당구 불정로272","경기도 성남시","https://www.snlib.go.kr/sn/index.do","2025-08-28"
"서현도서관","경기도","성남시","공공도서관","07:00","23:00","952","106350","경기도 성남시 분당구 중앙공원로 77","경기도 성남시","https://www.snlib.go.kr/sh","2025-08-28"
"분당도서관","경기도","성남시","공공도서관","07:00","23:00","1382","310672","경기도 성남시 분당구 불정로 110","경기도 성남시","https://www.snlib.go.kr/bd","2025-08-28"
"중원어린이도서관","경기도","성남시","공공도서관","09:00","20:00","678","111736","경기도 성남시 중원구 산성대로 408","경기도 성남시","https://www.snlib.go.kr/cjw","2025-08-28"
"해오름도서관","경기도","성남시","공공도서관","07:00","23:00","696","84711","경기도 성남시 중원구 희망로 403","경기도 성남시","https://www.snlib.go.kr/hor","2025-08-28"
"중앙도서관","경기도","성남시","공공도서관","07:00","23:00","1926","307954","경기도 성남시 분당구 판교로 546","경기도 성남시","https://www.snlib.go.kr/ct","2025-08-28"
"운중도서관","경기도","성남시","공공도서관","07:00","22:00","143","65080","경기도 성남시 분당구 판교원로81번길 9(운중동)","경기도 성남시","https://www.snlib.go.kr/uj","2025-08-28"
"도봉문화정보도서관(어린이열람실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","48","26000","서울특별시 도봉구 도봉구 덕릉로 315 (창동)","","http://www.unilib.dobong.kr/","2018-05-01"
"도봉문화정보도서관(종합자료실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","22:00","80","45000","서울특별시 도봉구 도봉구 덕릉로 315 (창동)","","http://www.unilib.dobong.kr/","2018-05-01"
"서울특별시교육청도봉도서관(디지털자료실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","22:00","56","0","서울특별시 도봉구 도봉구 삼양로 556(쌍문동)","","http://dblib.sen.go.kr/","2018-05-01"
"서울특별시교육청도봉도서관(어린이자료실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","61","56836","서울특별시 도봉구 도봉구 삼양로 556(쌍문동)","","http://dblib.sen.go.kr/","2018-05-01"
"서울특별시교육청도봉도서관(종합자료실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","78","161247","서울특별시 도봉구 도봉구 삼양로 556(쌍문동)","","http://dblib.sen.go.kr/","2018-05-01"
"판교어린이도서관","경기도","성남시","공공도서관","07:00","23:00","398","129772","경기도 성남시 분당구 판교역로 75(백현동)","경기도 성남시","https://www.snlib.go.kr/cpg","2025-08-28"
"판교도서관","경기도","성남시","공공도서관","07:00","23:00","523","202343","경기도 성남시 분당구 판교공원로 4길 27(판교동)","경기도 성남시","https://www.snlib.go.kr/pg","2025-08-28"
"논골도서관","경기도","성남시","공공도서관","09:00","20:00","76","17028","경기도 성남시 수정구 논골로 23번길 2","경기도 성남시","https://www.snlib.go.kr/ng","2025-08-28"
"중원도서관","경기도","성남시","공공도서관","07:00","23:00","1193","303783","경기도 성남시 중원구 원터로 17번길 46(성남동)","성남도시개발공사","https://www.snlib.go.kr/jw","2025-08-28"
"수정도서관","경기도","성남시","공공도서관","07:00","23:00","796","298198","경기도 성남시 수정구 수정로332번길 32","성남도시개발공사","https://www.snlib.go.kr/sj","2025-08-28"
"중랑구립정보도서관","서울특별시","중랑구","공공도서관","09:00","18:00","838","163104","서울특별시 중랑구 신내로15길 197(묵동)","중랑문화재단","https://www.jungnanglib.seoul.kr/","2025-05-31"
"도봉 기적의 도서관","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","0","20676","서울특별시 도봉구 도봉구 마들로 797","","","2018-05-01"
"도봉어린이문화정보도서관(영 유아)","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","50","20095","서울특별시 도봉구 도봉구 노해로69길 151","","http://www.unilib.dobong.kr/","2018-05-01"
"중화문학도서관","서울특별시","중랑구","공공도서관","09:00","18:00","150","14487","서울특별시 중랑구 봉화산로 27(중화동)","중랑문화재단","https://www.jungnanglib.seoul.kr/","2025-05-31"
"중랑상봉도서관","서울특별시","중랑구","공공도서관","09:00","18:00","322","68364","서울특별시 중랑구 동일로114길 10(상봉동)","중랑문화재단","https://www.jungnanglib.seoul.kr/","2025-05-31"
"양원숲속도서관","서울특별시","중랑구","공공도서관","09:00","18:00","248","58102","서울특별시 중랑구 송림길 172(망우동)","중랑문화재단","https://www.jungnanglib.seoul.kr/","2025-05-31"
"중랑숲어린이도서관","서울특별시","중랑구","공공도서관","09:00","18:00","303","52785","서울특별시 중랑구 망우로73길 46-1(망우동)","중랑문화재단","https://www.jungnanglib.seoul.kr/","2025-05-31"
"중랑구립면목정보도서관","서울특별시","중랑구","공공도서관","09:00","18:00","202","104999","서울특별시 중랑구 면목로 397(면목동)","중랑문화재단","https://www.jungnanglib.seoul.kr/","2025-05-31"
"도봉어린이문화정보센터(자료열람실, 잉글리시 아일랜드)","서울특별시","서울특별시 도봉구","공공도서관","09:00","18:00","67","44653","서울특별시 도봉구 도봉구 노해로69길 151","","http://www.unilib.dobong.kr/","2018-05-01"
"신길책마루문화센터","서울특별시","영등포구","공공도서관","09:00","22:00","173","37615","서울특별시 영등포구 신길로 131","영등포문화재단","https://www.ydplib.or.kr","2025-09-04"
"원지공원도서관","서울특별시","영등포구","공공도서관","09:00","20:00","80","6637","서울특별시 영등포구 도림로47길 23","영등포문화재단","https://www.ydplib.or.kr","2025-09-04"
"홍은도담도서관","서울특별시","서대문구","공공도서관","09:00","20:00","65","42911","서울특별시 서대문구 홍은중앙로 129","서대문구도시관리공단","http://lib.sdm.or.kr","2025-08-09"
"남가좌새롬어린이도서관","서울특별시","서대문구","공공도서관","09:00","20:00","75","68794","서울특별시 서대문구 증가로10길 16-15","서대문구도시관리공단","http://lib.sdm.or.kr","2025-08-09"
"이진아기념도서관","서울특별시","서대문구","공공도서관","09:00","20:00","238","166562","서울특별시 서대문구 독립문공원길 80","서대문구도시관리공단","http://lib.sdm.or.kr","2025-08-09"
"영등포생각공장도서관","서울특별시","영등포구","공공도서관","09:00","20:00","78","12272","서울특별시 영등포구 문래북로 105","영등포문화재단","https://www.ydplib.or.kr","2025-09-04"
"포천시립선단도서관","경기도","포천시","공공도서관","09:00","20:00","120","20385","경기도 포천시 삼육사로 2186번길 7","경기도 포천시","https://lib.pocheon.go.kr/seondan/index.do","2023-12-04"
"포천시립영북도서관","경기도","포천시","공공도서관","09:00","20:00","38","33541","경기도 포천시 영북면 운천안길 3","경기도 포천시","https://lib.pocheon.go.kr/yeongbuk/index.do","2023-12-04"
"포천시립영중꿈나무도서관","경기도","포천시","공공도서관","09:00","18:00","0","33143","경기도 포천시 영중면 양문로 151","포천시립영중꿈나무도서관","https://lib.pocheon.go.kr/yeongjung/index.do","2023-12-04"
"상현도서관","경기도","용인시","공공도서관","07:00","22:00","522","163450","경기도 용인시 수지구 법조로 232","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"죽전도서관","경기도","용인시","공공도서관","07:00","22:00","494","199579","경기도 용인시 수지구 대지로 89","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"수지도서관","경기도","용인시","공공도서관","09:00","22:00","592","271260","경기도 용인시 수지구 문정로7번길 23","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"구갈희망누리도서관","경기도","용인시","공공도서관","09:00","18:00","64","44906","경기도 용인시 기흥구 갈곡로12번길 1","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"영덕도서관","경기도","용인시","공공도서관","09:00","22:00","145","29529","경기도 용인시 기흥구 덕영대로2077번길 7","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"서농도서관","경기도","용인시","공공도서관","07:00","22:00","288","68104","경기도 용인시 기흥구 서천서로 83","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"흥덕도서관","경기도","용인시","공공도서관","07:00","22:00","467","142985","경기도 용인시 기흥구 흥덕중앙로 153","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"보라도서관","경기도","용인시","공공도서관","07:00","22:00","470","153651","경기도 용인시 기흥구 한보라2로 116","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"구성도서관","경기도","용인시","공공도서관","07:00","22:00","478","142051","경기도 용인시 기흥구 구성로77번길 17","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"기흥도서관","경기도","용인시","공공도서관","07:00","22:00","608","194188","경기도 용인시 기흥구 기흥로116번길 10","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"이동꿈틀도서관","경기도","용인시","공공도서관","09:00","18:00","121","36957","경기도 용인시 처인구 이동읍 경기동로705번길 16","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"양지해밀도서관","경기도","용인시","공공도서관","09:00","18:00","67","48420","경기도 용인시 처인구 양지면 교동로18번길 8","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"남사도서관","경기도","용인시","공공도서관","09:00","22:00","366","88536","경기도 용인시 처인구 남사면 한숲로 61","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"청덕도서관","경기도","용인시","공공도서관","09:00","22:00","266","118244","경기도 용인시 기흥구 구성1로 44","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
"손기정문화도서관","서울특별시","중구","공공도서관","09:00","22:00","140","26463","서울특별시 중구 손기정로101-3","재단법인중구문화재단","https://www.junggulib.or.kr","2025-11-13"
"다산성곽도서관","서울특별시","중구","공공도서관","09:00","22:00","80","17282","서울특별시 중구 동호로17길 173","재단법인중구문화재단","https://www.junggulib.or.kr","2025-11-13"
"신당누리도서관","서울특별시","중구","공공도서관","09:00","22:00","64","17313","서울특별시 중구 다산로33길 2","재단법인중구문화재단","https://www.junggulib.or.kr","2025-11-13"
"손기정어린이도서관","서울특별시","중구","공공도서관","09:00","22:00","70","28428","서울특별시 중구 손기정로 101","재단법인중구문화재단","https://www.junggulib.or.kr","2025-11-13"
"남산타운어린이도서관","서울특별시","중구","공공도서관","09:00","22:00","65","38717","서울특별시 중구 다산로 32","재단법인중구문화재단","https://www.junggulib.or.kr","2025-11-13"
"어울림도서관","서울특별시","중구","공공도서관","09:00","22:00","190","86145","서울특별시 중구 다산로38길 66-35","재단법인중구문화재단","https://www.junggulib.or.kr","2025-11-13"
"가온도서관","서울특별시","중구","공공도서관","09:00","22:00","169","81391","서울특별시 중구 동호로14길 18","재단법인중구문화재단","https://www.junggulib.or.kr","2025-11-13"
"용산 꿈나무도서관","서울특별시","용산구","공공도서관","09:00","21:00","150","57852","서울특별시 용산구 백범로 329","서울특별시 용산구청","https://www.yslibrary.or.kr/dream/index.do","2025-08-05"
"구립 청파도서관","서울특별시","용산구","공공도서관","09:00","21:00","75","43571","서울특별시 용산구 청파로93길 27","서울특별시 용산구청","https://www.yslibrary.or.kr/cheongpa/index.do","2025-08-05"
"북구도서관","인천광역시","부평구","공공도서관","09:00","20:00","500","308092","인천광역시 부평구 신트리로 21","인천광역시교육청북구도서관","https://lib.ice.go.kr/bukgu","2024-08-09"
"학마을도서관 (종합자료실)","서울특별시","서울특별시 도봉구","공공도서관","09:00","20:00","36","35288","서울특별시 도봉구 도봉구 시루봉로 128","","http://www.unilib.dobong.kr/","2018-05-01"
"소나무언덕4호작은도서관","서울특별시","송파구","공공도서관","09:00","22:00","45","21326","서울특별시 송파구 송이로 34 (송파동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"소나무언덕3호도서관","서울특별시","송파구","공공도서관","09:00","22:00","70","31418","서울특별시 송파구 성내천로 319 (마천동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"소나무언덕2호도서관","서울특별시","송파구","공공도서관","09:00","22:00","68","27286","서울특별시 송파구 석촌호수로 155 (잠실동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"소나무언덕1호작은도서관","서울특별시","송파구","공공도서관","09:00","22:00","38","20754","서울특별시 송파구 올림픽로 47길 9 (풍납동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"거마도서관","서울특별시","송파구","공공도서관","09:00","22:00","241","52717","서울특별시 송파구 거마로2길 19 (거여동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"송파어린이도서관","서울특별시","송파구","공공도서관","09:00","18:00","300","88918","서울특별시 송파구 올림픽로 105 (잠실동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"송파글마루도서관","서울특별시","송파구","공공도서관","09:00","22:00","389","106322","서울특별시 송파구 충민로 120 (장지동)","서울특별시 송파구청","http://www.splib.or.kr","2023-12-05"
"경기도교육청과천도서관","경기도","과천시","공공도서관","09:00","22:00","840","177656","경기도 과천시 도서관길 36","경기도교육청과천도서관","lib.goe.go.kr/kwa/","2025-05-30"
"문원도서관","경기도","과천시","공공도서관","09:00","22:00","370","75587","경기도 과천시 문원로 104","경기도 과천시청","https://www.gclib.go.kr/","2025-10-31"
"정보과학도서관","경기도","과천시","공공도서관","09:00","22:00","840","320806","경기도 과천시 중앙로 24","경기도 과천시청","https://www.gclib.go.kr/","2025-10-31"
"의정부정보도서관","경기도","의정부시","공공도서관","09:00","21:00","530","158676","경기도 의정부시 의정로41","경기도 의정부시청 도서관과","http://www.uilib.go.kr","2025-06-30"
"느티나무도서관","경기도","용인시","공공도서관","10:00","21:00","260","56103","경기도 용인시 수지구 수풍로116번길 22","느티나무재단","www.neutinamu.org","2024-11-20"
"동천도서관","경기도","용인시","공공도서관","09:00","22:00","258","31472","경기도 용인시 수지구 수풍로57-14","경기도 용인시청","https://lib.yongin.go.kr/","2024-11-20"
